average_metric_vl,sd_metric_vl,average_metric_tr,network_topology
5.616747137,2.1403602339,5.6355998278,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
5.6383228741,0.8398370616,5.6367777112,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
5.6728330419,2.0851644409,5.6531843731,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
5.7696378895,1.978749907,5.701489499,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.1831566275,2.14444616,6.1899453728,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'relu', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.3098380594,1.3108423899,6.3164645655,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.4127682987,1.8091465261,6.3751549092,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.4463315863,1.6294613631,6.4727527477,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.4646686784,1.5917350323,6.4185560234,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.4722815981,1.9020606481,6.3805531831,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.5070756068,1.8394054036,6.391480686,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.541926539,1.430711802,6.6323161144,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.5470564861,1.7654760871,6.4458371395,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.5512236183,1.7430687201,6.4689939632,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.5519939469,1.7502300005,6.4571753128,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.5680533192,1.4130891807,6.5494779014,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.5819106455,1.3585892295,6.6350929282,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.6910272552,1.4446428452,6.658609234,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.7099283789,1.2619882983,6.6467841006,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
6.9832780832,0.8847681074,6.9157699481,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.1935199743,0.506306355,7.1391586654,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.2862906718,0.3024930495,7.2728527176,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.309979932,0.3137986537,7.2986665537,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3107113309,0.3153260295,7.301287335,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3116312795,0.3106924792,7.3053215916,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3119391721,0.3134863717,7.3039393797,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3129830403,0.3128121195,7.3023114664,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3142270991,0.3102384407,7.3048507146,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3144889718,0.3127173585,7.3044821305,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3155319756,0.3092769616,7.3063513334,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3155550291,0.3104377814,7.3057834303,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3157608993,0.3099185669,7.3055824327,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3158915403,0.3151829904,7.306746968,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3159145978,0.3099387977,7.3092135559,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3159725234,0.3058744565,7.3056078316,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.316042589,0.3114500344,7.3047703135,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3160511232,0.3139482529,7.3061654698,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3160568668,0.3110699831,7.307307294,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3162173013,0.3112151286,7.3060854902,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3163899444,0.3059570917,7.3043131668,"{'layer_sizes': (40, 40, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.317203336,0.30743241,7.3059759006,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3172532779,0.3146410585,7.3096962958,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3172570905,0.3120847244,7.3069074138,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3172653386,0.3082785486,7.3062796317,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.4, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3173952743,0.3106304907,7.3076845589,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.01, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.01, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3174125065,0.314482678,7.3067301145,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3174395869,0.3039946942,7.307761869,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3175675617,0.3115416746,7.3062966293,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.0001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3178229612,0.3077510893,7.3032193328,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0.1, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3178531478,0.3037068114,7.3059750202,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'sigmoid', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.1, 'ALPHA': 0.2, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.1, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
7.3182247652,0.3108075929,7.3073805443,"{'layer_sizes': (20, 40, 20, 2), 'act_hidden': 'tanh', 'act_out': 'id', 'w_init': 'xavier', 'loss': 'mse', 'metric': 'mee', 'optimizer': {'type_init': 'sgd', 'ETA': 0.2, 'ALPHA': 0, 'momentum_window': 40, 'weight_regularizer': {'type_init': 'tikonov', 'LAMBDA': 0.001}, 'variable_eta': {'eta_tau': 0.001, 'tau': 200, 'eta': 0.2, 'step': 200}}, 'minibatch_size': 32, 'epochs': 500, 'input_size': 10}"
